Team;TS%;eFG%;Total S%;ORB%;DRB%;TRB%;AST%;TOV%;STL%;BLK%;PPS;FIC40;ORtg;DRtg;eDiff;Poss;Pace;Season
Milwaukee;.535;.492;157.1;27.3;74.6;50.5;59.4;13.5;7.9;5.4;1.2;56.3;106.6;107.7;-1.1;7524.8;91.0;2005-2006
Orlando;.543;.496;157.8;28.5;72.5;51.1;51.4;14.3;7.3;7.2;1.3;52.6;106.8;108.0;-1.2;7291.6;87.9;2005-2006
Golden State;.521;.479;149.3;26.9;71.6;48.7;57.6;12.7;7.9;6.7;1.2;56.1;105.2;106.6;-1.4;7679.4;92.9;2005-2006
Boston;.551;.504;158.4;25.5;72.8;49.7;58.1;15.4;7.6;8.1;1.3;55.1;105.8;107.4;-1.7;7595.9;91.7;2005-2006
Houston;.519;.471;152.3;25.5;74.6;50.5;58.3;13.8;8.1;6.6;1.2;51.8;102.2;104.0;-1.8;7230.8;87.5;2005-2006
Philadelphia;.538;.487;158.2;25.6;71.3;48.5;55.1;13.0;8.5;7.7;1.2;58.0;106.5;108.6;-2.1;7649.3;92.2;2005-2006
Minnesota;.524;.480;154.2;25.2;71.3;48.9;59.4;13.8;7.7;9.0;1.2;53.8;103.0;105.1;-2.1;7300.8;88.2;2005-2006
Utah;.519;.467;149.8;32.4;73.2;52.6;64.6;14.5;7.2;10.3;1.2;54.1;104.4;107.4;-3.0;7252.8;87.6;2005-2006
New Orleans;.515;.464;153.7;26.9;73.4;49.5;53.7;12.7;8.4;6.5;1.2;52.0;104.0;107.2;-3.2;7318.0;88.7;2005-2006
Toronto;.548;.500;162.0;25.4;73.3;48.3;52.9;12.1;7.0;5.3;1.2;54.9;109.9;113.2;-3.3;7537.9;90.7;2005-2006
Seattle;.551;.504;161.5;30.4;69.0;49.4;55.1;13.2;8.3;5.9;1.3;58.2;111.7;115.0;-3.3;7532.4;91.2;2005-2006
Charlotte;.509;.464;150.1;27.1;70.7;47.5;58.0;12.7;10.7;6.9;1.2;54.9;102.9;107.1;-4.2;7720.0;93.1;2005-2006
Atlanta;.534;.486;157.1;31.4;69.5;49.9;55.2;14.4;7.9;7.5;1.2;53.7;106.9;112.2;-5.2;7455.8;90.0;2005-2006
New York;.534;.481;154.3;31.2;72.8;51.8;52.0;16.2;7.4;5.6;1.3;48.4;104.4;111.4;-7.0;7507.9;90.4;2005-2006
Portland;.511;.474;148.3;26.6;68.2;47.1;53.4;13.9;7.4;8.4;1.2;48.5;101.7;112.5;-10.8;7163.9;87.1;2005-2006
San Antonio;.534;.492;154.1;29.1;73.6;51.3;60.6;13.2;8.3;9.9;1.2;61.1;107.5;98.8;8.7;7338.9;88.9;2004-2005
Phoenix;.571;.534;161.8;27.5;68.3;48.9;57.5;12.4;7.2;7.5;1.3;70.9;114.5;107.2;7.4;7904.8;95.9;2004-2005
Miami;.559;.524;153.6;27.0;74.1;51.5;57.8;13.1;7.0;8.7;1.3;62.6;110.2;103.1;7.1;7556.4;90.8;2004-2005
Dallas;.545;.492;161.0;28.6;70.2;49.9;52.6;12.5;9.3;8.6;1.3;62.5;110.3;104.1;6.2;7619.9;92.7;2004-2005
Houston;.534;.486;158.8;26.3;74.5;51.0;60.9;13.5;7.7;7.4;1.2;57.4;106.2;101.7;4.5;7343.5;88.8;2004-2005
Detroit;.519;.472;152.7;31.2;73.0;52.3;62.7;13.3;7.9;9.4;1.2;58.9;105.6;101.2;4.4;7246.0;87.1;2004-2005
Seattle;.546;.495;159.8;32.4;71.3;51.9;51.6;13.0;7.6;6.7;1.2;55.8;112.2;109.6;2.6;7230.5;87.8;2004-2005
Memphis;.535;.489;155.8;27.1;69.9;48.6;61.2;14.3;9.6;9.5;1.2;56.4;105.5;102.9;2.6;7263.8;88.5;2004-2005
Sacramento;.541;.496;162.0;28.8;69.0;48.9;62.6;12.0;8.8;5.6;1.2;65.1;110.5;108.2;2.3;7694.9;93.0;2004-2005
Denver;.535;.483;156.3;28.4;71.7;50.2;64.5;13.8;9.7;9.3;1.2;62.6;106.0;103.8;2.2;7698.8;93.5;2004-2005
Minnesota;.534;.489;160.0;28.6;71.4;51.0;63.0;12.7;6.3;8.1;1.2;60.9;108.2;106.6;1.6;7332.9;89.1;2004-2005
Chicago;.517;.471;153.9;28.4;72.6;50.6;61.2;15.5;7.6;7.0;1.2;53.2;101.4;100.3;1.1;7636.6;92.4;2004-2005
Boston;.551;.501;158.1;27.2;70.1;49.1;59.4;14.7;8.6;8.0;1.3;59.3;107.5;106.6;0.9;7723.4;93.2;2004-2005
Cleveland;.518;.470;153.1;32.5;71.5;51.5;61.9;13.0;8.8;8.7;1.2;59.1;106.6;105.7;0.9;7422.7;89.7;2004-2005
Indiana;.534;.476;156.9;26.4;71.3;49.2;55.8;14.1;8.5;6.8;1.2;52.3;105.5;104.6;0.9;7228.7;87.2;2004-2005
Washington;.523;.474;150.5;31.1;70.0;49.9;52.7;12.9;9.3;6.5;1.2;57.5;107.2;107.5;-0.4;7689.1;93.3;2004-2005
Philadelphia;.528;.475;157.4;25.4;72.7;48.8;58.0;14.2;9.6;6.3;1.2;56.8;103.5;104.2;-0.8;7855.6;95.0;2004-2005
L.A. Clippers;.533;.477;158.3;30.3;71.3;51.5;65.0;14.8;8.1;8.0;1.2;57.6;105.5;106.4;-0.8;7437.9;89.1;2004-2005
New Jersey;.512;.463;155.3;25.5;73.2;49.0;64.4;13.7;8.8;6.4;1.2;51.7;101.5;103.2;-1.7;7386.0;89.1;2004-2005
Toronto;.539;.492;160.3;23.7;71.1;47.0;56.6;12.6;8.1;5.8;1.2;57.1;106.9;108.7;-1.7;7648.6;92.7;2004-2005
Golden State;.512;.475;150.4;27.8;69.7;47.8;59.8;12.3;8.3;7.5;1.1;58.5;104.7;106.9;-2.3;7733.8;93.2;2004-2005
Orlando;.529;.478;156.2;29.9;71.3;50.9;52.2;14.7;8.1;8.0;1.2;56.7;104.9;107.3;-2.4;7777.7;94.7;2004-2005
New York;.531;.485;157.4;28.3;71.2;49.6;55.9;13.8;8.4;5.0;1.2;54.3;106.3;109.0;-2.7;7505.1;90.6;2004-2005
L.A. Lakers;.535;.485;156.9;29.5;71.1;50.4;57.8;13.4;6.8;6.4;1.2;57.5;108.2;111.4;-3.2;7483.7;90.8;2004-2005
Milwaukee;.527;.475;157.3;29.0;72.0;50.3;58.0;13.0;7.1;5.4;1.2;55.6;106.6;109.9;-3.3;7480.7;90.8;2004-2005
Portland;.524;.484;153.8;29.6;67.7;49.4;59.5;15.2;7.9;9.8;1.2;56.2;103.3;107.7;-4.4;7379.9;89.8;2004-2005
Utah;.522;.469;153.4;31.9;72.3;51.6;64.6;15.0;7.5;8.0;1.2;51.9;104.7;109.5;-4.8;7281.2;88.3;2004-2005
Charlotte;.497;.455;150.4;29.5;70.9;49.1;60.6;13.2;9.1;8.3;1.1;54.6;101.2;107.6;-6.4;7640.5;92.2;2004-2005
New Orleans;.493;.446;149.6;29.1;70.7;49.0;63.4;14.2;7.6;6.3;1.1;48.2;99.7;107.7;-8.0;7271.5;87.6;2004-2005
Atlanta;.504;.464;146.4;30.7;72.1;50.4;54.9;14.9;8.3;6.7;1.1;50.0;100.6;111.1;-10.5;7562.2;91.4;2004-2005
San Antonio;.511;.473;148.1;29.5;74.6;52.3;59.0;14.0;9.0;9.9;1.2;58.5;102.4;94.3;8.1;7325.1;89.0;2003-2004
Detroit;.511;.461;153.2;30.1;71.8;51.3;62.0;14.4;9.1;11.0;1.2;57.0;102.3;95.7;6.6;7219.1;87.6;2003-2004
Indiana;.520;.471;155.0;28.5;73.9;50.9;64.4;13.9;10.1;8.0;1.2;57.5;104.1;97.5;6.6;7199.0;87.2;2003-2004
Minnesota;.528;.486;160.6;26.7;72.5;50.9;62.3;12.4;7.6;8.5;1.2;61.1;106.0;99.8;6.2;7314.5;88.9;2003-2004
Sacramento;.554;.507;165.9;26.0;69.8;48.4;69.4;12.9;9.3;5.7;1.3;67.3;110.5;105.1;5.4;7630.0;92.6;2003-2004
Dallas;.536;.495;160.3;31.4;71.6;51.0;59.1;10.9;8.5;8.2;1.2;69.2;112.4;107.6;4.7;7675.6;93.0;2003-2004
L.A. Lakers;.522;.481;147.4;28.1;73.3;50.4;64.3;12.7;9.0;7.0;1.2;61.3;105.7;101.5;4.2;7621.0;92.1;2003-2004
New Jersey;.515;.471;153.0;25.9;73.9;49.9;71.4;14.3;9.7;6.3;1.2;57.1;101.2;98.4;2.8;7316.5;89.1;2003-2004
Memphis;.522;.479;151.2;29.5;68.4;48.7;64.6;13.8;10.5;10.3;1.2;61.1;105.0;102.3;2.6;7554.9;91.2;2003-2004
Houston;.528;.484;158.1;26.5;74.5;51.7;57.7;16.2;7.7;8.6;1.2;52.6;101.2;99.3;2.0;7273.2;87.6;2003-2004
Milwaukee;.528;.477;157.1;27.6;71.8;49.7;63.0;12.7;7.3;7.1;1.2;60.0;106.5;105.4;1.2;7545.3;91.6;2003-2004
Denver;.517;.467;154.5;30.5;69.3;49.6;59.9;14.1;9.7;9.3;1.2;59.4;104.1;103.0;1.1;7657.9;93.2;2003-2004
Miami;.510;.463;154.5;27.4;73.4;50.2;57.3;13.4;8.2;6.3;1.2;51.6;102.4;101.8;0.6;7225.5;87.8;2003-2004
New Orleans;.505;.460;148.9;30.6;71.3;50.4;61.9;14.0;9.6;6.7;1.1;55.0;102.5;102.6;-0.1;7343.5;88.9;2003-2004
Seattle;.540;.501;158.4;27.2;68.5;48.0;60.6;13.7;8.9;7.4;1.2;58.3;107.6;108.3;-0.7;7398.5;89.7;2003-2004
Golden State;.517;.475;150.1;28.4;72.1;50.2;58.5;13.9;7.8;7.0;1.2;55.5;103.1;103.9;-0.8;7416.6;89.6;2003-2004
Utah;.509;.456;150.3;34.1;72.4;52.9;62.1;15.6;8.2;10.6;1.2;50.6;102.2;103.6;-1.4;7113.9;86.3;2003-2004
Portland;.515;.478;152.5;31.2;70.0;50.8;61.0;14.2;8.6;8.3;1.2;56.2;103.9;105.4;-1.5;7159.2;86.0;2003-2004
Boston;.532;.486;153.9;25.2;69.5;47.8;59.2;15.3;10.1;6.5;1.2;55.2;102.3;103.9;-1.6;7633.6;93.0;2003-2004
New York;.518;.474;160.0;28.0;72.8;50.7;58.8;15.0;8.2;7.4;1.2;53.6;101.8;103.4;-1.6;7411.9;89.5;2003-2004
Philadelphia;.505;.456;152.3;28.2;70.7;49.7;61.1;15.3;9.0;7.1;1.2;50.6;99.3;102.1;-2.8;7267.0;87.8;2003-2004
Cleveland;.498;.451;150.0;31.1;73.0;52.0;61.9;13.7;7.8;9.6;1.1;57.7;101.5;104.4;-2.9;7506.4;90.7;2003-2004
Toronto;.495;.454;152.4;23.8;70.1;46.8;59.3;13.8;8.4;7.3;1.1;48.5;97.2;100.7;-3.4;7204.1;86.5;2003-2004
Phoenix;.515;.475;153.5;26.6;69.9;48.1;53.6;14.2;9.6;7.2;1.2;53.6;101.6;105.6;-4.0;7602.8;92.5;2003-2004
L.A. Clippers;.512;.453;153.5;32.8;70.0;51.3;58.7;14.8;8.0;6.9;1.2;53.8;103.8;108.8;-5.0;7487.4;90.7;2003-2004
Atlanta;.514;.465;154.5;28.6;70.5;49.8;58.3;15.2;8.4;7.6;1.2;53.2;101.4;106.5;-5.1;7506.8;90.5;2003-2004
Washington;.500;.454;147.6;30.7;69.5;49.6;55.7;15.8;9.7;7.4;1.1;51.4;99.1;105.1;-6.1;7599.6;92.0;2003-2004
Chicago;.486;.446;148.1;28.1;71.4;49.1;64.1;14.8;8.7;7.4;1.1;51.6;96.8;103.6;-6.9;7599.5;92.0;2003-2004
Orlando;.504;.461;151.0;28.1;68.7;47.9;54.5;12.6;7.3;5.6;1.1;51.6;103.0;110.7;-7.7;7486.8;90.6;2003-2004
Dallas;.543;.498;166.3;25.4;70.9;48.1;58.1;10.9;8.7;8.5;1.2;65.6;110.7;102.3;8.4;7627.4;92.5;2002-2003
Sacramento;.535;.499;159.1;25.6;70.6;49.3;62.7;13.4;9.3;7.7;1.2;66.2;105.8;99.0;6.8;7887.2;95.5;2002-2003
San Antonio;.541;.497;154.1;28.8;71.3;51.1;56.3;15.1;8.4;9.3;1.2;58.8;105.6;99.7;6.0;7437.3;90.0;2002-2003
New Jersey;.518;.468;153.1;28.7;73.1;50.9;64.9;13.8;9.5;7.1;1.2;59.0;103.8;98.1;5.7;7536.4;91.6;2002-2003
Detroit;.523;.473;156.0;25.9;74.0;49.6;60.0;13.4;7.7;8.6;1.2;54.3;104.0;99.8;4.2;7203.5;86.9;2002-2003
Indiana;.522;.469;154.5;29.0;72.3;51.1;65.6;13.9;9.1;8.1;1.2;60.5;104.5;100.7;3.8;7601.3;91.7;2002-2003
Portland;.531;.489;153.4;30.2;72.3;51.3;62.3;14.5;9.8;6.0;1.2;58.6;105.5;102.6;2.9;7397.3;89.4;2002-2003
Utah;.537;.486;156.2;32.5;70.2;52.1;72.7;16.0;9.6;9.2;1.3;61.0;105.5;102.8;2.7;7359.6;89.3;2002-2003
Philadelphia;.520;.466;153.4;30.3;72.7;51.1;59.5;13.7;11.2;5.6;1.2;58.0;105.0;102.5;2.5;7564.3;91.4;2002-2003
L.A. Lakers;.528;.486;154.0;30.2;72.7;51.3;61.8;13.3;8.3;8.5;1.2;61.9;107.1;104.6;2.5;7686.0;92.6;2002-2003
New Orleans;.511;.465;157.9;31.7;73.1;52.2;62.0;14.0;8.8;7.1;1.1;56.9;103.8;101.4;2.3;7419.0;89.5;2002-2003
Minnesota;.528;.488;160.4;28.2;72.9;51.1;65.3;12.9;7.3;7.9;1.2;63.1;106.0;103.8;2.2;7587.2;91.9;2002-2003
Houston;.522;.474;155.4;30.3;72.4;51.8;53.0;14.8;8.1;8.9;1.2;55.6;104.3;102.6;1.6;7372.1;88.8;2002-2003
Phoenix;.514;.473;152.8;29.7;70.3;49.8;57.2;13.7;8.8;7.6;1.2;56.4;103.7;102.5;1.2;7554.4;91.5;2002-2003
Milwaukee;.543;.500;161.6;25.6;69.9;47.7;59.9;12.2;8.3;6.4;1.2;59.5;108.8;108.6;0.3;7496.2;90.4;2002-2003
Orlando;.526;.478;157.0;27.0;71.1;48.4;56.9;13.3;9.0;5.6;1.2;55.8;105.2;105.0;0.1;7682.1;93.1;2002-2003
Seattle;.512;.472;153.5;28.1;71.8;49.6;61.5;12.8;9.3;5.8;1.1;55.4;103.7;103.9;-0.1;7284.3;88.0;2002-2003
Boston;.514;.470;149.1;23.6;72.5;47.4;58.3;13.4;9.6;6.0;1.2;52.9;101.2;101.6;-0.4;7509.1;90.9;2002-2003
Washington;.513;.460;153.1;27.3;71.6;49.4;57.2;13.0;8.5;7.4;1.2;53.9;103.0;104.1;-1.1;7284.9;88.2;2002-2003
Golden State;.526;.472;156.3;35.0;67.9;51.6;55.9;13.9;7.6;8.4;1.2;61.9;108.2;109.4;-1.2;7763.9;94.3;2002-2003
New York;.528;.486;163.9;24.4;71.8;47.6;60.7;13.4;7.7;4.7;1.2;54.1;104.7;106.2;-1.5;7506.8;90.7;2002-2003
Memphis;.526;.487;155.6;27.0;68.7;48.1;62.1;14.2;8.5;8.6;1.2;59.7;103.9;107.3;-3.4;7696.6;92.7;2002-2003
Atlanta;.527;.476;158.9;27.9;70.5;50.0;58.7;15.7;8.1;8.4;1.2;55.2;102.2;106.1;-3.9;7544.5;91.0;2002-2003
L.A. Clippers;.516;.467;151.8;29.1;70.2;49.7;56.6;14.8;7.6;8.3;1.2;53.9;102.3;106.8;-4.5;7517.7;91.3;2002-2003
Chicago;.512;.471;151.8;27.7;69.5;48.9;59.6;15.4;7.8;8.4;1.2;53.5;100.2;105.6;-5.4;7769.5;93.6;2002-2003
Miami;.483;.439;149.4;26.8;73.9;49.7;55.8;14.0;8.1;6.4;1.1;46.4;96.5;102.2;-5.7;7269.5;88.0;2002-2003
Toronto;.497;.458;148.9;28.2;70.7;48.6;55.6;13.6;8.2;7.0;1.1;51.1;100.5;107.0;-6.5;7416.4;89.9;2002-2003
Denver;.469;.428;138.8;31.3;73.3;51.3;64.6;17.1;9.5;8.5;1.1;45.7;92.2;101.3;-9.1;7483.3;91.0;2002-2003
Cleveland;.491;.444;149.6;31.0;73.2;51.7;60.1;16.5;8.2;9.3;1.1;51.7;96.4;106.5;-10.1;7778.4;94.1;2002-2003
Sacramento;.539;.497;158.5;27.9;71.7;50.2;59.9;12.4;9.4;6.3;1.2;68.1;109.0;101.1;7.9;7866.3;95.6;2001-2002
L.A. Lakers;.534;.498;151.4;28.8;72.0;50.6;59.7;11.8;8.2;8.7;1.2;64.5;109.4;101.7;7.7;7589.8;92.1;2001-2002
San Antonio;.539;.492;156.1;27.2;71.9;50.3;56.4;13.8;8.4;9.5;1.2;60.3;106.5;99.7;6.8;7448.0;90.0;2001-2002
Dallas;.553;.507;164.6;26.1;70.7;48.7;56.6;11.4;7.5;6.9;1.2;64.2;112.0;107.5;4.5;7703.7;93.0;2001-2002
New Jersey;.515;.476;151.9;29.2;71.6;50.3;65.4;13.4;9.4;8.9;1.2;61.8;103.9;99.4;4.5;7593.5;91.9;2001-2002
Minnesota;.532;.490;163.7;31.3;73.7;52.8;62.8;12.5;7.0;8.0;1.2;63.4;109.0;105.3;3.7;7471.1;90.5;2001-2002
Seattle;.540;.505;160.3;29.4;68.1;49.1;61.5;13.2;9.5;7.0;1.2;61.4;108.9;105.6;3.4;7356.6;89.0;2001-2002
Portland;.528;.485;156.7;31.8;73.3;52.3;64.1;13.5;9.5;7.0;1.2;62.0;107.4;104.0;3.3;7381.7;89.3;2001-2002
Detroit;.540;.497;158.4;24.4;70.5;47.6;62.0;14.3;8.8;10.2;1.2;58.9;104.8;102.4;2.4;7380.3;90.0;2001-2002
Boston;.520;.476;154.7;24.1;72.9;47.9;60.4;12.8;10.4;5.8;1.2;57.9;103.4;101.0;2.4;7640.8;92.5;2001-2002
Philadelphia;.507;.452;151.4;31.7;72.1;52.1;58.4;14.6;9.6;7.0;1.2;55.4;102.1;100.3;1.8;7307.3;88.9;2001-2002
Orlando;.533;.493;157.6;26.3;69.2;47.6;58.4;12.6;8.6;6.8;1.2;60.6;107.0;105.4;1.7;7699.0;93.2;2001-2002
Charlotte;.513;.466;153.3;30.6;72.2;51.5;60.8;13.3;8.8;8.4;1.2;58.3;104.3;103.3;1.1;7380.3;89.7;2001-2002
Utah;.529;.472;154.5;33.5;71.7;52.5;69.7;15.4;10.0;10.4;1.2;60.3;105.6;104.6;1.0;7457.1;90.3;2001-2002
Indiana;.527;.477;155.7;27.0;71.0;49.5;64.2;14.2;8.6;7.8;1.2;58.7;104.1;103.8;0.3;7625.0;91.9;2001-2002
Milwaukee;.544;.507;158.5;25.6;70.9;49.3;60.7;13.6;8.0;7.1;1.2;59.7;106.9;107.1;-0.2;7482.1;90.2;2001-2002
Toronto;.501;.463;152.2;31.4;70.1;50.1;60.9;13.6;9.4;8.6;1.1;56.0;102.6;103.1;-0.5;7306.5;88.8;2001-2002
L.A. Clippers;.519;.476;154.1;31.3;69.9;50.8;57.7;13.8;6.9;9.4;1.2;58.2;105.5;106.0;-0.5;7434.3;90.1;2001-2002
Phoenix;.510;.472;154.0;30.1;70.2;49.9;59.3;13.6;8.8;7.4;1.1;57.5;103.3;104.0;-0.7;7554.5;91.4;2001-2002
Washington;.508;.464;159.4;30.7;71.4;50.8;58.4;12.5;7.8;6.6;1.1;55.3;104.8;106.4;-1.6;7261.5;88.3;2001-2002
Miami;.501;.463;151.0;26.6;74.0;50.5;59.4;14.6;7.5;8.7;1.1;50.7;98.5;100.2;-1.7;7260.0;87.4;2001-2002
Cleveland;.524;.477;159.7;28.9;72.8;51.0;64.1;13.8;7.6;8.6;1.2;58.7;104.6;108.2;-3.7;7469.9;90.3;2001-2002
New York;.514;.468;157.2;25.6;71.9;48.8;61.1;14.0;7.5;5.4;1.2;52.0;101.4;105.8;-4.4;7408.6;89.8;2001-2002
Atlanta;.517;.471;155.8;27.5;70.9;49.1;57.0;14.6;8.8;6.5;1.2;54.2;101.8;106.4;-4.6;7572.1;91.9;2001-2002
Houston;.507;.465;150.4;29.0;69.8;49.2;52.2;13.6;7.3;7.6;1.1;52.9;103.0;108.5;-5.5;7349.5;88.3;2001-2002
Golden State;.499;.452;147.3;35.2;69.4;51.9;56.9;14.7;8.4;9.0;1.1;57.1;102.8;108.5;-5.7;7790.1;94.5;2001-2002
Denver;.495;.455;149.7;30.6;69.9;49.3;62.3;13.6;8.2;8.6;1.1;54.0;101.4;107.8;-6.4;7455.7;90.3;2001-2002
Memphis;.501;.462;145.1;27.7;68.0;47.9;62.5;15.6;8.6;8.5;1.1;53.9;98.0;106.1;-8.1;7523.7;91.3;2001-2002
Chicago;.499;.456;150.0;26.6;71.4;48.4;64.6;14.7;8.5;6.8;1.1;51.0;98.1;107.4;-9.4;7478.7;90;2001-2002
San Antonio;.541;.496;158.2;27.1;73.7;51.5;61.7;13.7;7.6;10.1;1.3;62.9;106.3;97.8;8.6;7415.8;89.8;2000-2001
Sacramento;.529;.484;157.5;27.2;70.7;49.5;59.1;13.5;10.0;7.2;1.2;63.7;105.5;99.4;6.0;7910.0;94.5;2000-2001
Utah;.546;.497;160.4;30.2;73.2;52.1;71.3;15.1;9.0;9.5;1.3;60.7;107.6;102.4;5.2;7399.5;89.8;2000-2001
Portland;.539;.497;157.9;30.0;72.4;51.9;65.3;14.8;9.1;7.9;1.2;61.1;106.4;101.7;4.7;7353.0;89.2;2000-2001
Philadelphia;.518;.468;151.9;31.3;72.4;52.3;58.3;14.8;9.2;7.5;1.2;57.6;103.5;98.8;4.7;7503.3;90.7;2000-2001
Dallas;.544;.498;163.5;24.1;70.7;48.0;56.4;13.1;8.0;8.9;1.2;60.4;107.1;102.6;4.6;7691.1;93.2;2000-2001
Milwaukee;.542;.499;162.4;28.1;71.1;49.8;59.3;12.8;8.8;7.2;1.2;61.9;108.8;104.6;4.2;7593.2;92.1;2000-2001
L.A. Lakers;.535;.498;149.3;31.1;72.5;52.0;60.7;13.3;7.4;8.7;1.2;62.4;108.4;104.7;3.6;7614.7;91.8;2000-2001
New York;.523;.476;159.1;24.2;74.3;50.1;55.2;14.6;7.6;7.1;1.2;49.6;101.2;98.2;3.0;7189.4;86.7;2000-2001
Miami;.515;.469;153.5;24.3;72.7;48.6;60.5;13.7;8.8;5.9;1.2;51.4;101.1;98.5;2.6;7212.6;87.1;2000-2001
Houston;.538;.492;156.9;27.5;71.9;50.3;54.8;13.9;7.9;6.3;1.2;57.1;106.8;104.2;2.5;7467.4;90.4;2000-2001
Toronto;.510;.468;155.3;30.8;73.2;51.5;65.7;12.1;7.9;9.1;1.1;62.3;105.9;103.4;2.4;7561.2;90.9;2000-2001
Phoenix;.506;.460;150.6;27.3;73.7;50.1;64.7;14.2;10.1;7.8;1.1;57.4;100.2;97.9;2.4;7691.8;93.2;2000-2001
Charlotte;.506;.457;152.1;29.8;74.5;52.2;67.9;13.8;8.9;8.4;1.2;58.3;101.6;99.2;2.3;7423.5;89.6;2000-2001
Minnesota;.523;.482;160.1;28.6;71.9;50.0;66.2;13.1;9.0;8.2;1.2;62.1;105.1;103.7;1.5;7591.7;91.9;2000-2001
Orlando;.513;.474;151.6;29.1;69.8;48.9;59.8;13.9;8.7;8.8;1.2;56.4;103.1;102.0;1.0;7753.4;93.3;2000-2001
Seattle;.530;.491;158.6;29.1;69.8;49.6;59.2;14.3;8.7;7.5;1.2;58.6;105.6;105.6;0.0;7555.8;91.6;2000-2001
Indiana;.519;.471;154.7;26.9;71.4;49.8;62.3;14.6;7.5;8.8;1.2;54.8;101.7;102.0;-0.2;7461.2;89.6;2000-2001
Detroit;.498;.453;149.5;29.3;72.2;50.3;55.8;14.2;7.8;8.0;1.1;53.6;100.0;101.8;-1.8;7836.5;94.7;2000-2001
Boston;.521;.473;153.0;25.3;72.6;48.0;61.6;14.7;10.0;6.4;1.2;53.4;101.5;103.8;-2.3;7646.8;92.5;2000-2001
Denver;.511;.470;152.5;28.3;71.8;49.8;66.1;12.9;7.2;9.4;1.2;60.7;103.6;106.3;-2.6;7640.7;92.7;2000-2001
L.A. Clippers;.514;.476;148.0;28.3;71.1;50.3;54.7;14.9;6.6;9.0;1.2;52.4;101.3;104.5;-3.2;7481.5;89.6;2000-2001
Cleveland;.509;.459;154.1;29.7;71.1;50.5;59.1;15.4;8.5;8.0;1.2;52.7;100.3;104.9;-4.6;7542.0;91.3;2000-2001
New Jersey;.504;.452;151.7;25.7;70.1;47.3;57.6;13.9;8.6;7.7;1.2;50.2;100.0;105.5;-5.5;7550.2;91.8;2000-2001
Atlanta;.500;.456;154.7;28.9;70.8;49.7;54.2;15.5;8.4;7.0;1.1;50.2;98.7;104.3;-5.7;7557.5;91.9;2000-2001
Vancouver;.510;.464;155.2;26.1;69.8;48.1;66.2;14.9;7.8;6.3;1.2;53.7;99.5;105.8;-6.2;7556.3;91.7;2000-2001
Washington;.514;.460;152.2;29.6;71.8;50.3;58.1;15.7;8.3;7.0;1.2;51.6;100.6;107.8;-7.2;7597.6;92.7;2000-2001
Golden State;.470;.429;140.7;33.3;69.7;50.0;60.9;13.9;9.6;7.3;1.1;54.1;97.8;107.4;-9.6;7754.7;94.1;2000-2001
Chicago;.495;.450;150.9;26.6;70.3;47.6;66.5;15.2;9.2;7.1;1.1;49.3;97.2;107.2;-10.1;7391.4;89.3;2000-2001
L.A. Lakers;.525;.484;148.4;30.6;73.1;52.2;61.2;12.7;8.0;9.4;1.2;64.9;107.3;98.2;9.1;7703.2;93.3;1999-2000
Portland;.546;.501;159.1;30.3;72.3;52.4;63.7;14.5;8.5;7.4;1.2;61.4;107.9;100.8;7.1;7404.1;89.8;1999-2000
San Antonio;.535;.488;158.2;27.8;73.0;51.4;61.6;14.3;8.2;9.6;1.2;61.3;105.1;98.6;6.5;7505.4;90.7;1999-2000
Phoenix;.532;.491;158.3;29.3;70.5;50.3;67.8;15.2;9.6;7.8;1.2;62.3;104.6;99.0;5.5;7757.1;94.0;1999-2000
Utah;.540;.490;162.2;29.5;73.3;51.8;68.9;14.3;8.5;8.7;1.2;60.4;107.1;102.2;5.0;7386.6;89.7;1999-2000
Indiana;.552;.503;166.2;24.9;71.5;49.1;60.9;13.3;7.3;7.1;1.3;62.4;108.5;103.6;4.9;7652.0;93.1;1999-2000
Miami;.533;.495;156.7;28.2;72.9;51.6;64.9;14.5;7.8;9.6;1.2;59.8;104.5;101.0;3.4;7407.8;89.7;1999-2000
Sacramento;.526;.486;152.6;27.7;69.7;48.6;59.6;13.9;9.6;6.2;1.2;64.1;105.0;102.1;2.9;8193.6;99.3;1999-2000
Charlotte;.530;.475;154.6;25.7;73.2;50.0;68.9;13.7;9.4;8.4;1.2;63.7;104.3;101.4;2.8;7740.9;93.9;1999-2000
Minnesota;.525;.485;159.3;29.4;73.0;50.9;68.4;12.9;8.2;8.1;1.2;63.1;106.1;103.4;2.7;7611.5;91.8;1999-2000
New York;.527;.482;161.0;24.7;73.1;49.7;54.8;14.4;7.0;6.7;1.2;50.9;102.5;100.9;1.6;7368.2;89.2;1999-2000
Detroit;.548;.492;159.8;26.8;71.6;49.2;56.1;14.3;8.4;5.0;1.3;57.3;107.3;105.8;1.5;7903.8;95.7;1999-2000
Philadelphia;.501;.457;147.4;31.4;69.9;50.3;60.7;14.2;10.4;7.1;1.1;56.4;101.5;100.0;1.4;7657.7;92.7;1999-2000
Seattle;.520;.487;148.2;28.5;69.6;48.8;60.4;13.0;8.6;6.1;1.2;59.7;105.5;104.5;1.0;7702.5;93.5;1999-2000
Orlando;.516;.473;152.5;31.7;69.9;50.8;53.9;15.4;9.3;8.3;1.2;57.6;102.4;101.7;0.7;8011.0;97.3;1999-2000
