Team;Dbl Dbl;Tpl Dbl;40 Pts;20 Reb;20 Ast;5 Stl;5 Blk;High Game;MOV;Techs;HOB;Ast/TO;Stl/TO;FT/FGA;W's;L's;Win %;Season
Portland;38;1;0;1;0;2;2;119;6.4;0;1.614;1.4;0.5;.253;35;15;.700;1998-1999
Toronto;38;0;0;0;0;4;5;113;-1.6;0;1.624;1.3;0.5;.257;23;27;.460;1998-1999
New York;33;6;0;0;0;2;12;115;1.0;0;1.598;1.2;0.5;.241;27;23;.540;1998-1999
Vancouver;30;2;0;0;0;3;2;129;-8.7;0;1.587;1.1;0.5;.263;8;42;.160;1998-1999
L.A. Clippers;30;0;0;2;0;3;1;109;-8.8;0;1.479;1.0;0.5;.220;9;41;.180;1998-1999
Chicago;28;0;0;0;0;5;0;104;-9.5;0;1.661;1.3;0.6;.219;13;37;.260;1998-1999
Detroit;26;2;1;0;0;5;0;115;3.4;0;1.608;1.3;0.6;.256;29;21;.580;1998-1999
Indiana;18;1;0;0;0;0;0;120;3.7;0;1.581;1.5;0.5;.253;33;17;.660;1998-1999
Milwaukee;13;0;0;0;0;1;0;115;1.7;0;1.588;1.4;0.6;.222;28;22;.560;1998-1999
San Antonio;125;19;0;2;2;1;24;124;4.0;0;1.635;1.4;0.4;.241;56;26;.683;1997-1998
Minnesota;109;6;0;1;0;7;5;129;0.7;0;1.655;1.8;0.6;.244;45;37;.549;1997-1998
Houston;109;6;2;6;0;6;4;127;-0.8;2;1.611;1.4;0.5;.251;41;41;.500;1997-1998
Washington;104;6;1;0;1;8;4;124;0.6;0;1.617;1.6;0.6;.219;42;40;.512;1997-1998
Cleveland;104;7;0;1;1;19;3;122;2.7;0;1.672;1.3;0.6;.266;47;35;.573;1997-1998
New Jersey;101;3;0;11;0;11;2;133;1.6;0;1.552;1.4;0.7;.253;43;39;.524;1997-1998
Miami;96;7;0;2;0;8;6;122;4.9;0;1.617;1.4;0.5;.243;55;27;.671;1997-1998
Atlanta;95;21;0;1;0;16;23;121;3.5;0;1.543;1.3;0.5;.275;50;32;.610;1997-1998
Golden State;90;1;1;2;0;3;3;113;-9.1;0;1.600;1.2;0.5;.197;19;63;.232;1997-1998
Portland;90;4;0;4;0;5;6;139;1.4;0;1.612;1.3;0.4;.256;46;36;.561;1997-1998
Charlotte;87;1;3;0;0;7;1;130;2.0;0;1.654;1.6;0.6;.259;51;31;.622;1997-1998
Phoenix;84;13;0;0;0;14;5;140;5.2;0;1.677;1.7;0.6;.217;56;26;.683;1997-1998
Detroit;83;4;0;1;0;4;3;122;1.6;0;1.558;1.3;0.6;.267;37;45;.451;1997-1998
Philadelphia;80;2;1;0;0;9;15;116;-2.4;0;1.609;1.3;0.5;.271;31;51;.378;1997-1998
L.A. Lakers;79;9;3;1;0;4;12;132;7.7;0;1.639;1.6;0.6;.285;61;21;.744;1997-1998
Milwaukee;78;5;2;2;0;5;5;118;-1.9;0;1.565;1.2;0.5;.260;36;46;.439;1997-1998
Orlando;77;8;0;1;0;8;15;121;-1.1;0;1.611;1.3;0.5;.240;41;41;.500;1997-1998
Seattle;75;8;1;0;0;12;5;138;7.2;0;1.651;1.7;0.7;.236;61;21;.744;1997-1998
Utah;75;1;4;1;0;3;5;133;6.5;0;1.692;1.6;0.5;.334;62;20;.756;1997-1998
Boston;72;3;2;0;0;19;1;122;-2.6;0;1.603;1.4;0.7;.206;36;46;.439;1997-1998
Toronto;68;7;0;0;0;7;27;120;-9.3;0;1.589;1.3;0.6;.217;16;66;.195;1997-1998
Dallas;65;11;0;2;0;4;20;119;-6.1;0;1.533;1.3;0.5;.194;20;62;.244;1997-1998
New York;64;3;0;1;0;7;3;119;2.5;0;1.624;1.4;0.5;.218;43;39;.524;1997-1998
L.A. Clippers;60;1;0;2;0;5;7;152;-7.4;0;1.523;1.2;0.5;.221;17;65;.207;1997-1998
Denver;58;4;0;1;0;4;7;128;-11.8;0;1.578;1.2;0.5;.259;11;71;.134;1997-1998
Vancouver;52;1;1;1;0;0;2;119;-7.3;0;1.652;1.4;0.4;.242;19;63;.232;1997-1998
Sacramento;48;0;1;0;0;2;9;123;-5.6;0;1.621;1.4;0.5;.215;27;55;.329;1997-1998
Indiana;46;0;0;0;0;2;3;133;6.1;0;1.647;1.6;0.6;.262;58;24;.707;1997-1998
Chicago;33;1;12;16;0;7;3;123;7.1;0;1.637;1.7;0.6;.219;62;20;.756;1997-1998
L.A. Lakers;115;9;3;2;1;19;8;132;4.3;0;1.611;1.5;0.6;.243;56;26;.683;1996-1997
Atlanta;108;19;1;4;0;15;20;136;5.4;0;1.554;1.3;0.6;.236;56;26;.683;1996-1997
Washington;108;4;0;2;0;2;3;131;1.6;0;1.599;1.5;0.6;.210;44;38;.537;1996-1997
Miami;107;8;1;0;0;5;17;125;5.5;0;1.615;1.3;0.5;.233;61;21;.744;1996-1997
Houston;107;14;3;4;0;5;10;127;4.5;0;1.663;1.5;0.5;.232;57;25;.695;1996-1997
New Jersey;105;11;2;4;1;8;15;123;-4.6;0;1.576;1.3;0.5;.212;26;56;.317;1996-1997
Utah;105;11;3;1;0;11;8;127;8.8;0;1.702;1.7;0.6;.299;64;18;.780;1996-1997
Toronto;96;6;0;1;0;12;12;125;-3.1;0;1.592;1.3;0.5;.218;30;52;.366;1996-1997
Charlotte;95;7;7;2;0;2;7;136;1.9;0;1.676;1.7;0.5;.243;54;28;.659;1996-1997
New York;94;9;0;3;0;1;10;127;3.1;0;1.627;1.2;0.4;.255;57;25;.695;1996-1997
Minnesota;88;5;0;1;0;0;11;122;-1.5;0;1.638;1.5;0.5;.254;40;42;.488;1996-1997
Philadelphia;88;5;5;2;0;8;4;127;-6.5;0;1.564;1.2;0.5;.259;22;60;.268;1996-1997
Phoenix;85;8;0;0;0;7;1;131;0.7;0;1.658;1.8;0.6;.241;40;42;.488;1996-1997
Denver;82;7;0;3;1;0;15;132;-6.3;0;1.644;1.4;0.4;.227;21;61;.256;1996-1997
Seattle;81;6;0;0;0;17;4;126;7.7;0;1.645;1.6;0.7;.269;57;25;.695;1996-1997
Boston;81;9;0;2;0;19;2;126;-7.3;0;1.584;1.3;0.6;.237;15;67;.183;1996-1997
L.A. Clippers;78;0;0;1;0;8;5;122;-2.4;0;1.556;1.3;0.6;.227;36;46;.439;1996-1997
Milwaukee;77;2;3;1;0;6;4;132;-1.9;0;1.543;1.3;0.5;.248;33;49;.402;1996-1997
Orlando;76;2;0;0;0;11;2;121;-0.4;0;1.595;1.4;0.6;.227;45;37;.549;1996-1997
Indiana;75;2;2;1;0;2;4;127;1.0;0;1.614;1.3;0.4;.270;39;43;.476;1996-1997
Sacramento;74;1;2;1;0;5;0;126;-3.4;0;1.600;1.4;0.4;.226;34;48;.415;1996-1997
Detroit;70;15;0;0;0;6;4;124;5.2;0;1.550;1.5;0.6;.244;54;28;.659;1996-1997
Golden State;69;6;6;0;0;9;2;128;-4.7;0;1.605;1.3;0.4;.258;30;52;.366;1996-1997
Dallas;68;3;0;1;0;8;5;111;-6.4;0;1.591;1.3;0.5;.213;24;58;.293;1996-1997
Cleveland;64;1;0;0;0;8;1;125;1.8;0;1.634;1.4;0.6;.215;42;40;.512;1996-1997
San Antonio;63;0;0;1;0;4;7;115;-7.9;0;1.588;1.3;0.5;.217;20;62;.244;1996-1997
Vancouver;60;6;1;0;0;8;8;121;-10.2;1;1.661;1.4;0.5;.191;14;68;.171;1996-1997
Portland;53;3;1;0;0;7;1;123;4.2;0;1.570;1.3;0.5;.249;49;33;.598;1996-1997
Chicago;53;2;9;9;0;8;2;134;10.8;0;1.654;1.9;0.6;.199;69;13;.841;1996-1997
New Jersey;132;12;0;4;0;8;24;131;-4.2;0;1.608;1.3;0.5;.248;30;52;.366;1995-1996
Phoenix;125;12;1;1;0;9;4;130;0.3;0;1.633;1.7;0.5;.286;41;41;.500;1995-1996
San Antonio;116;19;3;2;0;5;26;126;6.3;0;1.649;1.8;0.6;.252;59;23;.720;1995-1996
Miami;111;9;3;2;0;4;12;125;1.4;0;1.604;1.3;0.4;.245;42;40;.512;1995-1996
New York;107;9;2;2;0;8;8;139;2.3;0;1.607;1.5;0.5;.232;47;35;.573;1995-1996
Seattle;105;11;0;2;0;14;9;132;7.8;0;1.650;1.4;0.6;.288;64;18;.780;1995-1996
Denver;103;20;1;2;1;0;35;137;-2.7;0;1.617;1.5;0.4;.242;35;47;.427;1995-1996
Orlando;102;9;3;0;0;10;6;130;5.6;0;1.649;1.8;0.6;.232;60;22;.732;1995-1996
Utah;96;2;3;3;0;5;2;133;6.6;0;1.684;1.8;0.6;.276;55;27;.671;1995-1996
L.A. Lakers;95;10;0;0;0;6;16;128;4.5;0;1.647;1.8;0.6;.228;53;29;.646;1995-1996
Golden State;91;5;0;2;0;10;5;132;-1.5;0;1.618;1.5;0.5;.265;36;46;.439;1995-1996
Dallas;91;9;0;4;1;7;3;140;-4.9;0;1.612;1.5;0.5;.192;26;56;.317;1995-1996
Toronto;87;8;2;0;0;12;7;128;-7.5;0;1.625;1.3;0.5;.214;21;61;.256;1995-1996
Washington;87;11;3;1;0;4;19;135;1.1;0;1.567;1.4;0.5;.228;39;43;.476;1995-1996
L.A. Clippers;86;1;0;0;0;6;6;125;-3.6;0;1.535;1.3;0.5;.210;29;53;.354;1995-1996
Portland;82;1;1;0;1;3;3;135;2.4;0;1.574;1.3;0.4;.230;44;38;.537;1995-1996
Atlanta;82;2;0;1;0;16;3;125;1.2;0;1.539;1.4;0.7;.229;46;36;.561;1995-1996
Houston;82;17;7;0;0;4;14;133;1.7;0;1.644;1.6;0.5;.243;48;34;.585;1995-1996
Charlotte;81;4;1;1;0;1;1;127;-0.6;0;1.614;1.6;0.5;.246;41;41;.500;1995-1996
Detroit;80;10;1;0;0;0;4;121;2.5;0;1.573;1.4;0.4;.271;46;36;.561;1995-1996
Philadelphia;76;5;1;3;0;6;7;121;-10.0;0;1.583;1.2;0.5;.259;18;64;.220;1995-1996
Milwaukee;73;3;1;1;0;3;2;115;-5.3;0;1.578;1.4;0.5;.218;25;57;.305;1995-1996
Minnesota;72;4;0;1;0;7;6;121;-5.4;0;1.628;1.4;0.5;.277;26;56;.317;1995-1996
Sacramento;64;2;2;0;0;2;4;126;-2.7;0;1.616;1.3;0.5;.271;39;43;.476;1995-1996
Indiana;60;3;3;2;0;1;1;125;3.2;0;1.644;1.5;0.4;.294;52;30;.634;1995-1996
Vancouver;59;2;0;0;0;12;3;111;-10.0;0;1.615;1.3;0.6;.223;15;67;.183;1995-1996
Boston;56;1;1;1;0;2;3;136;-3.4;0;1.567;1.4;0.5;.235;33;49;.402;1995-1996
Chicago;53;7;10;11;0;12;2;127;12.2;0;1.617;1.8;0.7;.217;72;10;.878;1995-1996
Cleveland;42;2;1;1;0;5;1;124;2.6;0;1.658;1.8;0.7;.226;47;35;.573;1995-1996
Utah;128;12;3;0;1;14;2;130;8.0;0;1.696;1.8;0.6;.306;60;22;.732;1994-1995
New Jersey;121;2;1;1;0;2;5;128;-3.1;0;1.641;1.5;0.4;.260;30;52;.366;1994-1995
L.A. Lakers;114;11;3;3;0;13;15;129;-0.2;0;1.633;1.7;0.6;.215;48;34;.585;1994-1995
San Antonio;111;20;6;21;0;3;25;129;6.0;0;1.593;1.6;0.5;.275;62;20;.756;1994-1995
Orlando;107;11;9;2;0;6;13;152;7.1;0;1.659;1.8;0.5;.239;57;25;.695;1994-1995
Phoenix;103;1;1;2;0;10;1;140;3.9;0;1.655;1.9;0.6;.255;59;23;.720;1994-1995
Golden State;100;3;1;1;1;5;2;139;-5.4;0;1.627;1.4;0.4;.245;26;56;.317;1994-1995
Charlotte;96;9;0;0;0;4;13;128;3.3;0;1.679;1.8;0.5;.247;50;32;.610;1994-1995
Houston;94;18;9;0;0;12;22;147;2.1;0;1.652;1.6;0.6;.232;47;35;.573;1994-1995
Dallas;93;7;6;5;0;5;8;156;-2.9;0;1.601;1.5;0.4;.221;36;46;.439;1994-1995
Seattle;90;2;1;0;0;22;2;136;8.2;0;1.639;1.7;0.7;.288;57;25;.695;1994-1995
Philadelphia;88;11;3;2;0;5;24;122;-5.1;0;1.531;1.2;0.5;.238;24;58;.293;1994-1995
Miami;85;1;2;2;0;5;2;129;-1.6;0;1.566;1.4;0.5;.233;32;50;.390;1994-1995
Milwaukee;85;2;0;0;0;6;6;120;-4.4;0;1.575;1.3;0.5;.244;34;48;.415;1994-1995
New York;83;5;1;1;0;2;9;122;3.1;0;1.688;1.6;0.5;.243;55;27;.671;1994-1995
Washington;83;5;0;1;0;4;5;125;-5.6;0;1.551;1.4;0.5;.211;21;61;.256;1994-1995
Boston;83;1;3;0;0;5;2;129;-1.9;0;1.561;1.4;0.5;.249;35;47;.427;1994-1995
Denver;81;24;0;8;0;3;35;130;0.8;0;1.593;1.4;0.5;.263;41;41;.500;1994-1995
Portland;80;3;1;1;0;9;1;129;3.8;0;1.574;1.6;0.6;.218;44;38;.537;1994-1995
L.A. Clippers;78;5;0;1;0;8;4;127;-9.2;0;1.590;1.4;0.6;.214;17;65;.207;1994-1995
Cleveland;73;1;0;2;0;4;2;123;0.6;0;1.607;1.5;0.6;.241;43;39;.524;1994-1995
Atlanta;71;7;0;0;0;14;6;128;1.3;0;1.588;1.5;0.6;.211;42;40;.512;1994-1995
Indiana;70;0;1;1;0;5;5;123;3.7;0;1.629;1.4;0.5;.287;52;30;.634;1994-1995
Chicago;59;7;2;0;0;19;0;133;4.8;0;1.617;1.6;0.6;.224;47;35;.573;1994-1995
Detroit;58;3;3;0;0;6;3;126;-7.3;0;1.612;1.5;0.5;.217;28;54;.341;1994-1995
Sacramento;54;2;1;0;0;7;3;128;-1.0;0;1.603;1.3;0.5;.255;39;43;.476;1994-1995
Minnesota;49;4;2;0;0;5;2;126;-9.0;0;1.638;1.3;0.5;.293;21;61;.256;1994-1995
Phoenix;146;8;3;5;1;11;9;142;4.8;0;1.659;1.8;0.6;.236;56;26;.683;1993-1994
Utah;141;11;0;2;1;13;2;128;4.2;0;1.679;1.9;0.7;.262;53;29;.646;1993-1994
Houston;127;24;6;5;0;11;29;134;4.3;0;1.653;1.6;0.5;.218;58;24;.707;1993-1994
Atlanta;126;8;0;3;0;18;1;141;5.3;0;1.633;1.7;0.8;.221;57;25;.695;1993-1994
New York;119;13;2;5;0;11;16;130;7.0;0;1.667;1.6;0.6;.232;57;25;.695;1993-1994
New Jersey;118;10;2;0;0;10;5;135;2.2;0;1.600;1.6;0.6;.267;45;37;.549;1993-1994
Golden State;111;8;1;1;0;10;8;146;1.7;0;1.626;1.6;0.6;.214;50;32;.610;1993-1994
Orlando;109;15;9;6;1;8;15;145;3.9;0;1.620;1.6;0.5;.231;50;32;.610;1993-1994
Charlotte;107;14;1;2;0;9;17;141;-0.2;0;1.655;1.8;0.6;.230;41;41;.500;1993-1994
Portland;106;3;0;0;1;8;2;137;2.6;0;1.614;1.8;0.6;.240;47;35;.573;1993-1994
Cleveland;105;4;0;0;0;3;5;127;4.0;0;1.654;1.9;0.6;.258;47;35;.573;1993-1994
Denver;102;20;0;4;0;6;31;132;1.5;0;1.559;1.3;0.5;.256;42;40;.512;1993-1994
L.A. Clippers;102;6;2;2;0;15;8;131;-5.7;0;1.649;1.5;0.6;.211;27;55;.329;1993-1994
Chicago;93;8;0;1;0;15;1;132;3.1;0;1.648;1.7;0.6;.192;55;27;.671;1993-1994
Miami;90;2;1;1;0;6;3;128;2.7;0;1.581;1.5;0.5;.253;42;40;.512;1993-1994
L.A. Lakers;88;9;0;2;0;9;10;129;-4.3;0;1.603;1.7;0.7;.193;33;49;.402;1993-1994
Philadelphia;86;8;0;1;0;6;15;134;-7.6;0;1.589;1.4;0.5;.221;25;57;.305;1993-1994
Detroit;85;1;4;2;0;2;1;123;-7.8;0;1.558;1.5;0.5;.179;20;62;.244;1993-1994
Seattle;83;8;0;0;0;28;6;150;9.1;0;1.633;1.7;0.9;.256;63;19;.768;1993-1994
Indiana;79;2;1;3;0;7;4;133;3.5;0;1.649;1.5;0.5;.270;47;35;.573;1993-1994
Boston;77;1;1;1;2;6;1;135;-4.3;0;1.578;1.6;0.6;.207;32;50;.390;1993-1994
Washington;77;4;0;0;0;11;4;142;-7.4;0;1.571;1.3;0.5;.237;24;58;.293;1993-1994
San Antonio;76;12;7;27;0;3;20;126;5.3;0;1.597;1.7;0.5;.239;55;27;.671;1993-1994
Milwaukee;75;5;0;0;0;16;1;123;-6.5;0;1.639;1.5;0.6;.225;20;62;.244;1993-1994
Sacramento;72;2;1;3;0;4;0;132;-5.8;0;1.638;1.6;0.5;.239;28;54;.341;1993-1994
Minnesota;62;3;0;0;0;7;4;113;-6.9;0;1.659;1.4;0.4;.272;20;62;.244;1993-1994
Dallas;35;1;0;0;0;8;1;116;-8.7;0;1.533;1.2;0.6;.205;13;69;.159;1993-1994
Utah;129;9;3;0;2;11;2;126;2.2;0;1.653;1.8;0.6;.279;47;35;.573;1992-1993
Orlando;129;22;4;8;1;7;23;130;1.3;0;1.599;1.4;0.4;.271;41;41;.500;1992-1993
Charlotte;123;21;0;2;0;7;24;134;-0.2;0;1.615;1.7;0.5;.254;44;38;.537;1992-1993
Cleveland;115;6;0;0;0;1;11;132;6.5;0;1.686;2.1;0.6;.247;54;28;.659;1992-1993
Denver;112;20;0;3;0;3;24;137;-1.7;0;1.518;1.3;0.5;.245;36;46;.439;1992-1993
New Jersey;112;10;1;3;0;13;7;124;1.3;0;1.572;1.4;0.5;.244;43;39;.524;1992-1993
Atlanta;111;4;8;5;1;15;0;149;-0.9;0;1.614;1.6;0.6;.227;43;39;.524;1992-1993
L.A. Clippers;110;8;0;0;0;8;10;130;0.4;0;1.633;1.7;0.6;.213;41;41;.500;1992-1993
New York;109;6;2;4;0;11;7;125;6.2;0;1.662;1.7;0.5;.249;60;22;.732;1992-1993
Houston;108;28;4;2;0;2;31;149;4.2;0;1.645;1.7;0.5;.235;55;27;.671;1992-1993
San Antonio;100;17;3;1;0;5;18;133;2.7;0;1.608;1.7;0.5;.265;49;33;.598;1992-1993
L.A. Lakers;100;5;0;1;0;12;7;135;-1.3;0;1.608;1.6;0.6;.249;39;43;.476;1992-1993
Phoenix;99;6;2;3;0;8;6;133;6.7;0;1.597;1.6;0.6;.270;62;20;.756;1992-1993
Washington;98;7;1;1;0;8;6;138;-7.0;0;1.639;1.7;0.5;.223;22;60;.268;1992-1993
Golden State;96;3;3;1;0;5;0;134;-1.0;0;1.579;1.4;0.5;.245;34;48;.415;1992-1993
Chicago;89;8;14;1;0;15;1;128;6.3;0;1.614;2.0;0.7;.199;57;25;.695;1992-1993
Miami;87;2;1;7;0;5;0;133;-1.1;0;1.540;1.4;0.5;.279;36;46;.439;1992-1993
Detroit;87;2;6;29;0;8;1;124;-1.4;0;1.594;1.7;0.5;.198;40;42;.488;1992-1993
Boston;86;3;0;1;0;6;1;150;0.9;0;1.579;1.8;0.6;.210;48;34;.585;1992-1993
Indiana;85;7;1;0;0;2;6;137;1.7;0;1.636;1.8;0.5;.262;41;41;.500;1992-1993
Portland;77;5;2;1;0;9;3;143;3.1;0;1.586;1.7;0.6;.259;51;31;.622;1992-1993
Seattle;77;2;0;1;0;14;5;149;7.1;0;1.549;1.6;0.8;.241;55;27;.671;1992-1993
Philadelphia;76;2;1;1;0;7;20;132;-5.8;0;1.632;1.6;0.5;.251;26;56;.317;1992-1993
Minnesota;70;7;0;0;0;9;1;126;-7.8;0;1.658;1.5;0.5;.275;19;63;.232;1992-1993
Sacramento;68;2;2;0;0;9;2;154;-3.2;0;1.618;1.5;0.6;.257;25;57;.305;1992-1993
Dallas;63;0;0;0;0;2;0;128;-15.2;0;1.532;1.2;0.5;.210;11;71;.134;1992-1993
Milwaukee;59;5;0;0;0;16;1;128;-3.7;0;1.638;1.6;0.7;.223;28;54;.341;1992-1993
Utah;147;17;5;1;3;17;18;138;6.4;0;1.648;1.8;0.6;.286;55;27;.671;1991-1992
Cleveland;135;10;0;0;0;2;32;148;5.5;0;1.659;2.2;0.6;.259;57;25;.695;1991-1992
San Antonio;128;29;0;4;0;11;36;140;3.3;0;1.595;1.6;0.6;.233;47;35;.573;1991-1992
Houston;125;32;1;6;0;8;34;137;-1.7;0;1.629;1.5;0.5;.216;42;40;.512;1991-1992
New Jersey;114;15;0;1;0;15;13;148;-1.7;0;1.558;1.4;0.5;.194;40;42;.488;1991-1992
Denver;114;12;0;5;0;9;16;123;-7.9;0;1.476;1.1;0.6;.207;24;58;.293;1991-1992
L.A. Lakers;113;4;1;0;0;11;9;131;-1.1;0;1.566;1.7;0.7;.250;43;39;.524;1991-1992
New York;106;16;2;3;0;1;15;137;3.9;0;1.643;1.8;0.5;.216;51;31;.622;1991-1992
Portland;105;2;2;0;0;12;2;148;7.3;0;1.594;1.6;0.6;.253;57;25;.695;1991-1992
Golden State;104;1;3;0;0;12;0;153;3.9;0;1.548;1.6;0.6;.262;55;27;.671;1991-1992
Phoenix;103;9;2;0;1;9;15;141;5.9;0;1.620;1.8;0.6;.258;53;29;.646;1991-1992
Atlanta;100;3;3;20;0;9;2;129;-1.5;0;1.608;1.7;0.6;.203;38;44;.463;1991-1992
Charlotte;99;5;1;1;0;14;0;136;-3.9;0;1.632;1.8;0.7;.216;31;51;.378;1991-1992
Chicago;98;8;12;1;0;10;2;140;10.4;0;1.626;2.2;0.6;.221;67;15;.817;1991-1992
Washington;95;10;2;1;0;12;12;129;-4.5;0;1.598;1.7;0.6;.208;25;57;.305;1991-1992
Miami;92;1;1;5;0;5;1;134;-4.2;0;1.537;1.3;0.5;.260;38;44;.463;1991-1992
Indiana;92;8;1;1;0;12;1;141;1.9;0;1.686;1.7;0.5;.264;40;42;.488;1991-1992
Boston;91;3;1;0;0;2;3;152;3.6;0;1.585;1.8;0.6;.215;51;31;.622;1991-1992
Philadelphia;91;5;1;1;0;10;15;127;-1.3;0;1.551;1.5;0.6;.260;35;47;.427;1991-1992
Seattle;91;7;0;4;0;11;6;136;1.9;0;1.555;1.5;0.6;.249;47;35;.573;1991-1992
Sacramento;86;7;0;0;0;11;13;136;-6.1;0;1.585;1.5;0.5;.225;29;53;.354;1991-1992
L.A. Clippers;84;1;0;1;0;14;6;131;1.1;0;1.613;1.6;0.7;.226;45;37;.549;1991-1992
Milwaukee;73;2;0;0;0;18;0;137;-1.7;0;1.608;1.5;0.7;.221;31;51;.378;1991-1992
Detroit;69;0;2;39;0;2;2;125;2.0;0;1.595;1.6;0.5;.228;48;34;.585;1991-1992
Orlando;66;3;1;1;0;4;2;135;-6.9;0;1.557;1.3;0.5;.238;21;61;.256;1991-1992
Dallas;60;2;0;1;0;3;1;141;-7.6;0;1.522;1.4;0.5;.211;22;60;.268;1991-1992
Minnesota;56;0;0;0;0;2;6;130;-7.0;0;1.602;1.8;0.6;.188;15;67;.183;1991-1992
Utah;140;13;4;1;4;17;6;141;3.3;0;1.690;1.7;0.5;.298;54;28;.659;1990-1991
Houston;130;19;3;17;0;7;15;156;3.5;0;1.560;1.4;0.6;.224;52;30;.634;1990-1991
Boston;128;9;3;1;0;7;10;152;5.8;0;1.585;1.7;0.5;.228;56;26;.683;1990-1991
Denver;123;12;8;4;0;13;11;158;-10.9;0;1.514;1.5;0.7;.195;20;62;.244;1990-1991
San Antonio;117;26;3;4;0;4;31;161;4.5;0;1.628;1.5;0.5;.269;55;27;.671;1990-1991
Cleveland;116;4;0;1;0;9;8;125;-2.5;0;1.687;1.8;0.5;.243;33;49;.402;1990-1991
New Jersey;113;11;1;4;0;13;17;140;-4.5;0;1.538;1.3;0.5;.222;26;56;.317;1990-1991
L.A. Clippers;113;11;2;4;0;12;13;146;-3.5;0;1.625;1.5;0.5;.218;31;51;.378;1990-1991
New York;110;13;4;5;0;1;17;135;-0.2;0;1.657;1.6;0.5;.242;39;43;.476;1990-1991
L.A. Lakers;110;18;0;0;2;1;5;141;6.7;0;1.625;1.8;0.6;.261;58;24;.707;1990-1991
Phoenix;109;6;0;0;1;13;19;173;6.5;0;1.618;1.8;0.5;.287;55;27;.671;1990-1991
Atlanta;106;2;4;0;0;10;1;139;0.8;0;1.557;1.5;0.6;.282;43;39;.524;1990-1991
Portland;104;7;0;2;0;8;2;155;8.7;0;1.630;1.7;0.6;.259;63;19;.768;1990-1991
Chicago;102;9;12;0;0;23;2;155;9.1;0;1.609;1.9;0.7;.225;61;21;.744;1990-1991
Miami;98;2;1;7;0;6;1;141;-6.0;0;1.580;1.3;0.5;.231;24;58;.293;1990-1991
Minnesota;94;3;0;0;0;6;5;134;-3.9;0;1.577;1.9;0.7;.210;29;53;.354;1990-1991
Detroit;88;1;2;4;0;1;5;126;3.3;0;1.571;1.6;0.4;.245;50;32;.610;1990-1991
Dallas;83;3;0;0;0;3;5;140;-4.6;0;1.561;1.6;0.5;.219;28;54;.341;1990-1991
Philadelphia;83;1;5;1;0;10;21;138;-0.2;0;1.555;1.5;0.6;.270;44;38;.537;1990-1991
Golden State;82;4;4;0;0;19;1;162;1.6;0;1.548;1.5;0.6;.294;44;38;.537;1990-1991
Orlando;74;1;1;0;2;6;0;155;-4.0;0;1.549;1.3;0.4;.251;31;51;.378;1990-1991
Washington;70;5;11;0;0;3;10;161;-5.0;0;1.614;1.6;0.4;.203;30;52;.366;1990-1991
Seattle;69;3;1;0;0;13;4;146;1.2;0;1.583;1.5;0.6;.226;41;41;.500;1990-1991
Milwaukee;69;7;0;0;0;22;3;141;2.5;0;1.622;1.6;0.7;.258;48;34;.585;1990-1991
Sacramento;63;2;2;0;0;4;8;131;-6.8;0;1.645;1.6;0.5;.226;25;57;.305;1990-1991
Indiana;61;4;1;3;0;6;2;145;-0.4;0;1.632;1.6;0.5;.287;41;41;.500;1990-1991
Charlotte;57;0;1;1;0;7;1;130;-5.2;0;1.614;1.6;0.6;.245;26;56;.317;1990-1991
Houston;139;37;3;11;0;15;37;146;1.5;0;1.630;1.5;0.5;.225;41;41;.500;1989-1990
Boston;136;13;7;0;0;3;6;146;4.0;0;1.680;2.0;0.4;.251;52;30;.634;1989-1990
Utah;130;9;11;0;10;11;10;144;4.8;0;1.664;1.6;0.5;.284;55;27;.671;1989-1990
New York;125;22;11;3;0;7;29;131;1.4;0;1.623;1.6;0.5;.250;45;37;.549;1989-1990
Portland;123;11;1;0;0;13;1;144;6.3;0;1.584;1.6;0.6;.269;59;23;.720;1989-1990
Philadelphia;122;6;0;4;0;10;4;149;5.0;0;1.562;1.7;0.6;.281;53;29;.646;1989-1990
Phoenix;120;6;8;1;2;9;14;141;7.1;0;1.595;1.7;0.5;.302;54;28;.659;1989-1990
San Antonio;117;24;3;2;0;9;28;135;3.5;0;1.601;1.5;0.6;.270;56;26;.683;1989-1990
L.A. Lakers;114;15;0;0;3;8;1;135;6.8;0;1.650;1.9;0.6;.271;63;19;.768;1989-1990
Cleveland;113;9;0;0;1;6;14;131;-0.3;0;1.655;1.7;0.5;.235;42;40;.512;1989-1990
Atlanta;113;5;2;1;0;11;6;148;1.0;0;1.533;1.5;0.6;.277;41;41;.500;1989-1990
Dallas;104;7;2;4;0;11;6;140;0.1;0;1.547;1.5;0.6;.254;47;35;.573;1989-1990
Detroit;100;0;0;5;0;2;3;140;6.1;0;1.599;1.7;0.4;.245;59;23;.720;1989-1990
Orlando;97;3;1;0;0;4;1;135;-8.9;0;1.577;1.4;0.4;.274;18;64;.220;1989-1990
Denver;96;14;0;2;0;11;8;146;1.4;0;1.612;2.0;0.7;.217;43;39;.524;1989-1990
Chicago;96;8;22;0;0;25;2;132;3.3;0;1.615;1.8;0.7;.235;55;27;.671;1989-1990
L.A. Clippers;92;13;1;2;3;10;13;139;-3.4;0;1.596;1.3;0.5;.265;30;52;.366;1989-1990
